state,district,pincode,age_0_5,age_5_17,age_18_greater,total_enrolments
Maharashtra,Aurangabad,431010,3,3,0,6
Bihar,Purba Champaran,845418,3,3,0,6
Bihar,Purba Champaran,845302,3,3,0,6
Assam,Sribhumi,788152,4,2,0,6
Karnataka,Ramanagar,562161,6,0,0,6
Karnataka,Ramanagar,571511,6,0,0,6
Orissa,Balangir,767030,5,1,0,6
Andhra Pradesh,Warangal,506013,6,0,0,6
Orissa,Balangir,767021,6,0,0,6
Orissa,Baleshwar,756042,5,1,0,6
Orissa,Baleshwar,756043,6,0,0,6
Tripura,West Tripura,799105,2,4,0,6
Odisha,Sundargarh,770074,4,2,0,6
Odisha,Sundargarh,770032,5,1,0,6
Odisha,Sundargarh,770072,6,0,0,6
Karnataka,Bengaluru,561203,6,0,0,6
Nagaland,Tuensang,798625,3,3,0,6
Tamil Nadu,Ariyalur,621651,4,2,0,6
Tamil Nadu,Chengalpattu,603105,5,1,0,6
Karnataka,Mysore,570012,6,0,0,6
Assam,Sibsagar,785693,5,1,0,6
Haryana,Hisar,125050,6,0,0,6
Assam,Sibsagar,785688,6,0,0,6
Tamil Nadu,Chennai,600060,5,1,0,6
West Bengal,Hooghly,712156,3,3,0,6
Maharashtra,Washim,444409,5,1,0,6
Karnataka,Mysuru,570030,6,0,0,6
Andhra Pradesh,Sri Sathya Sai,515601,4,2,0,6
Andhra Pradesh,Sri Sathya Sai,515341,5,1,0,6
Andhra Pradesh,Palnadu,522020,6,0,0,6
Andhra Pradesh,Nizamabad,503302,5,1,0,6
Andhra Pradesh,Nizamabad,503305,4,2,0,6
Andhra Pradesh,Nizamabad,503307,6,0,0,6
Karnataka,Kodagu,571219,4,0,2,6
Tamil Nadu,Chengalpattu,603401,6,0,0,6
Maharashtra,Ahmed Nagar,414002,3,3,0,6
Maharashtra,Ahmed Nagar,414103,6,0,0,6
Andhra Pradesh,Ananthapuramu,515124,6,0,0,6
West Bengal,Paschim Bardhaman,713428,6,0,0,6
Bihar,Samstipur,848117,2,4,0,6
Telangana,Khammam,507137,4,2,0,6
Telangana,Khammam,507140,5,1,0,6
West Bengal,Paschim Bardhaman,713344,4,2,0,6
Odisha,Baleshwar,756038,4,2,0,6
Assam,Jorhat,785013,5,0,1,6
Assam,Hailakandi,788102,2,4,0,6
Himachal Pradesh,Hamirpur,174309,6,0,0,6
Karnataka,Hasan,573123,5,1,0,6
Odisha,Baleswar,756018,5,1,0,6
Karnataka,Hasan,573218,5,1,0,6
Odisha,Angul,759106,6,0,0,6
West Bengal,Purba Bardhaman,712134,5,1,0,6
Kerala,Kottayam,686630,3,2,1,6
West Bengal,Paschim Medinipur,721257,5,1,0,6
West Bengal,Paschim Medinipur,721302,2,1,3,6
West Bengal,Purba Bardhaman,712512,3,2,1,6
Andhra Pradesh,Palnadu,522659,5,1,0,6
Andhra Pradesh,Nizamabad,503206,6,0,0,6
Orissa,Sundargarh,770033,6,0,0,6
Andhra Pradesh,Khammam,507124,5,1,0,6
Odisha,Sundargarh,769014,3,3,0,6
Odisha,Sundargarh,769009,5,1,0,6
Telangana,Khammam,507120,4,2,0,6
Andhra Pradesh,Ananthapuramu,515211,5,1,0,6
West Bengal,Purba Bardhaman,712135,3,3,0,6
Tamil Nadu,Tiruchirappalli,622002,3,3,0,6
Gujarat,Banas Kantha,385210,6,0,0,6
Tamil Nadu,Chengalpattu,603112,4,1,1,6
Assam,Karbi Anglong,782439,3,3,0,6
Tamil Nadu,Chengalpattu,603004,0,1,5,6
Mizoram,Mamit,796421,4,2,0,6
Mizoram,Mammit,796421,3,3,0,6
Andhra Pradesh,Khammam,507137,5,1,0,6
Karnataka,Bengaluru,560028,6,0,0,6
Uttar Pradesh,Bulandshahr,203389,3,3,0,6
Uttar Pradesh,Ayodhya,224207,4,2,0,6
Rajasthan,Pratapgarh,312601,3,3,0,6
Himachal Pradesh,Kangra,176502,6,0,0,6
Himachal Pradesh,Kinnaur,172108,6,0,0,6
Himachal Pradesh,Kangra,176065,6,0,0,6
Himachal Pradesh,Kangra,176089,6,0,0,6
Karnataka,Hasan,573127,5,1,0,6
Karnataka,Hasan,573129,6,0,0,6
Pondicherry,Pondicherry,605006,5,1,0,6
Karnataka,Gulbarga,585223,6,0,0,6
Karnataka,Gulbarga,585229,5,1,0,6
Odisha,Baudh,762014,4,2,0,6
Himachal Pradesh,Lahul & Spiti,172113,6,0,0,6
Karnataka,Gadag *,582103,6,0,0,6
West Bengal,Bardhaman,741316,5,1,0,6
Himachal Pradesh,Mandi,174402,6,0,0,6
Kerala,Pathanamthitta,689515,5,1,0,6
Gujarat,Ahmadabad,380006,6,0,0,6
West Bengal,Purba Medinipur,721142,6,0,0,6
West Bengal,Purba Bardhaman,741316,6,0,0,6
Uttar Pradesh,Hamirpur,210425,2,4,0,6
Uttar Pradesh,Hapur,201001,4,2,0,6
Karnataka,Bangalore,562110,6,0,0,6
Karnataka,Bangalore,562120,5,1,0,6
Andhra Pradesh,Eluru,534411,6,0,0,6
Andhra Pradesh,Eluru,534475,5,0,1,6
Karnataka,Chamrajnagar,571117,6,0,0,6
Andhra Pradesh,Khammam,507116,6,0,0,6
Karnataka,Chamarajanagar,571490,6,0,0,6
Andhra Pradesh,Ananthapur,515212,6,0,0,6
Gujarat,Ahmedabad,380002,3,2,1,6
Tamil Nadu,Tiruvallur,600065,5,1,0,6
Punjab,Firozpur,152121,3,3,0,6
Punjab,Firozpur,152132,3,3,0,6
Punjab,Nawanshahr,144512,6,0,0,6
West Bengal,South Twenty Four Parganas,743387,5,1,0,6
Punjab,Jalandhar,144625,4,2,0,6
Andhra Pradesh,Rangareddi,500046,5,1,0,6
Andaman & Nicobar Islands,South Andaman,744107,6,0,0,6
Uttar Pradesh,Jhansi,285223,3,3,0,6
Kerala,Thiruvananthapuram,695528,3,0,3,6
Kerala,Thrissur,680011,2,1,3,6
Kerala,Thiruvananthapuram,695318,4,2,0,6
Chhattisgarh,Janjgir Champa,495668,5,1,0,6
Telangana,Hyderabad,500088,4,2,0,6
Kerala,Thrissur,680521,5,1,0,6
Andhra Pradesh,Anakapalli,531075,6,0,0,6
Punjab,Faridkot,152025,6,0,0,6
Karnataka,Dakshina Kannada,574267,6,0,0,6
Karnataka,Davanagere,577231,6,0,0,6
Assam,Baksa,781328,6,0,0,6
Andhra Pradesh,Y. S. R,516163,5,1,0,6
West Bengal,Alipurduar,735226,0,5,1,6
Punjab,Bathinda,151505,5,1,0,6
Telangana,Jangaon,506302,6,0,0,6
Tamil Nadu,Villupuram,605101,6,0,0,6
West Bengal,Barddhaman,713342,5,1,0,6
West Bengal,Barddhaman,713305,3,3,0,6
Arunachal Pradesh,Lohit,792111,2,4,0,6
West Bengal,Barddhaman,713218,6,0,0,6
West Bengal,Barddhaman,713162,6,0,0,6
Himachal Pradesh,Shimla,172028,6,0,0,6
Himachal Pradesh,Shimla,172031,5,1,0,6
Odisha,Jagatsinghapur,754134,5,1,0,6
Gujarat,Navsari,396530,5,1,0,6
Gujarat,Panch Mahals,389230,5,1,0,6
Gujarat,Navsari,396469,6,0,0,6
Bihar,Aurangabad(Bh),824301,3,3,0,6
Tamil Nadu,Mayiladuthurai,609116,5,1,0,6
Rajasthan,Bikaner,334006,0,6,0,6
Jharkhand,East Singhbhum,831014,5,0,1,6
Maharashtra,Mumbai( Sub Urban ),400070,6,0,0,6
West Bengal,Kolkata,700035,3,3,0,6
Karnataka,Uttara Kannada,581121,5,1,0,6
Karnataka,Uttara Kannada,581328,6,0,0,6
Gujarat,Panchmahals,389250,5,1,0,6
Gujarat,Patan,385320,2,3,1,6
Kerala,Alappuzha,686102,4,2,0,6
West Bengal,Kolkata,700057,5,1,0,6
West Bengal,Kolkata,700096,5,1,0,6
Andhra Pradesh,Anakapalli,531023,6,0,0,6
Andhra Pradesh,Anakapalli,530046,6,0,0,6
Chhattisgarh,Raipur,492005,5,1,0,6
Madhya Pradesh,Dhar,453661,2,4,0,6
Andhra Pradesh,Rangareddi,501501,6,0,0,6
Andhra Pradesh,Rangareddi,501502,4,2,0,6
Karnataka,Bangalore Rural,562130,6,0,0,6
Karnataka,Vijayanagara,583101,6,0,0,6
Punjab,Hoshiarpur,144406,4,2,0,6
West Bengal,South 24 Parganas,743392,5,1,0,6
West Bengal,South 24 Parganas,743603,4,2,0,6
West Bengal,South Dinajpur,733101,5,1,0,6
Chhattisgarh,Kabeerdham,491888,5,1,0,6
Chhattisgarh,Sarangarh-Bilaigarh,496554,6,0,0,6
Chhattisgarh,Manendragarhâ€“Chirmiriâ€“Bharatpur,497335,5,1,0,6
Andhra Pradesh,Anakapalli,531020,6,0,0,6
Andaman And Nicobar Islands,North And Middle Andaman,744203,5,0,0,5
Westbengal,Hooghly,712247,3,2,0,5
Andaman & Nicobar Islands,Andamans,744106,3,2,0,5
Madhya Pradesh,Ashok Nagar,473445,0,0,5,5
West Bengal,West Midnapore,721467,3,2,0,5
Madhya Pradesh,Bhopal,462032,4,1,0,5
Andaman & Nicobar Islands,Andamans,744206,5,0,0,5
Madhya Pradesh,Dewas,452016,3,2,0,5
Orissa,Anugul,759145,4,1,0,5
Andhra Pradesh,Krishna,521153,5,0,0,5
Uttarakhand,Champawat,262529,5,0,0,5
Orissa,Baleshwar,756047,5,0,0,5
Orissa,Baleshwar,756048,5,0,0,5
Uttarakhand,Hardwar,247663,3,2,0,5
Andhra Pradesh,Khammam,507133,3,2,0,5
Uttar Pradesh,Bulandshahar,202396,3,2,0,5
Jammu & Kashmir,Jammu,181221,4,1,0,5
Karnataka,Chamrajnagar,571126,5,0,0,5
Karnataka,Chamarajanagar,571123,3,2,0,5
Orissa,Baleshwar,756126,5,0,0,5
Orissa,Baleshwar,756166,3,2,0,5
Orissa,Bhadrak,756167,4,1,0,5
Orissa,Baleshwar,756081,5,0,0,5
Uttar Pradesh,Bulandshahar,202395,3,2,0,5
West Bengal,Purulia,723144,2,3,0,5
West Bengal,Purulia,723146,1,4,0,5
Madhya Pradesh,Pandhurna,480331,5,0,0,5
Punjab,Ferozepur,142042,4,1,0,5
Karnataka,Belgaum,591116,4,1,0,5
Kerala,Thiruvananthapuram,691574,2,0,3,5
Madhya Pradesh,Mauganj,486338,5,0,0,5
Madhya Pradesh,Narmadapuram,461881,5,0,0,5
West Bengal,Purulia,723201,5,0,0,5
Delhi,New Delhi,110011,4,0,1,5
Dadra And Nagar Haveli And Daman And Diu,Diu,362570,4,0,1,5
Kerala,Thiruvananthapuram,695033,5,0,0,5
Punjab,Hoshiarpur,146110,5,0,0,5
Punjab,Jalandhar,144010,5,0,0,5
Kerala,Thrissur,680009,4,1,0,5
Daman And Diu,Daman,396220,4,1,0,5
Uttarakhand,Pauri Garhwal,246165,5,0,0,5
Odisha,Mayurbhanj,756028,5,0,0,5
Karnataka,Chamarajanagar *,571440,5,0,0,5
Andhra Pradesh,Warangal,506144,4,1,0,5
Odisha,Khordha,752064,4,1,0,5
Odisha,Koraput,764004,5,0,0,5
Karnataka,Chamrajnagar,571457,5,0,0,5
Uttarakhand,Pauri Garhwal,246193,4,1,0,5
Uttarakhand,Pauri Garhwal,246146,5,0,0,5
Uttarakhand,Uttarkashi,249131,5,0,0,5
Odisha,Khordha,751001,4,1,0,5
Andhra Pradesh,Karimnagar,505455,4,1,0,5
Andhra Pradesh,Karimnagar,505460,5,0,0,5
Andhra Pradesh,Karimnagar,505468,3,2,0,5
Andhra Pradesh,Karimnagar,505327,5,0,0,5
Odisha,Kendujhar,758086,5,0,0,5
Odisha,Khorda,751023,4,1,0,5
West Bengal,Purba Medinipur,721465,4,1,0,5
Madhya Pradesh,Panna,488443,5,0,0,5
Kerala,Pathanamthitta,689531,2,2,1,5
Kerala,Pathanamthitta,689533,3,1,1,5
Kerala,Pathanamthitta,689591,4,1,0,5
Goa,South Goa,403717,4,0,1,5
Telangana,K.V. Rangareddy,500112,4,1,0,5
Tamil Nadu,Tiruvannamalai,632506,5,0,0,5
Punjab,Firozpur,152117,3,2,0,5
Chhattisgarh,Bilaspur,495663,5,0,0,5
Madhya Pradesh,Pandhurna,480108,5,0,0,5
Kerala,Pathanamthitta,689602,4,1,0,5
Kerala,Pathanamthitta,689611,4,1,0,5
Kerala,Pathanamthitta,689615,2,3,0,5
Uttar Pradesh,Jyotiba Phule Nagar,244235,5,0,0,5
Punjab,Fatehgarh Sahib,140102,5,0,0,5
Punjab,Fatehgarh Sahib,140401,5,0,0,5
Uttar Pradesh,Jaunpur,222110,0,5,0,5
Kerala,Palakkad,679123,5,0,0,5
Tamil Nadu,Tiruppur,641401,5,0,0,5
Tamil Nadu,Tiruppur,641669,4,1,0,5
Andhra Pradesh,Palnadu,522549,5,0,0,5
Goa,South Goa,403803,4,0,1,5
Andhra Pradesh,Ananthapur,515241,5,0,0,5
Andhra Pradesh,Ananthapur,515291,4,1,0,5
Andhra Pradesh,Ananthapur,515321,5,0,0,5
Andhra Pradesh,Ananthapur,515341,5,0,0,5
Kerala,Palakkad,679104,5,0,0,5
Gujarat,Ahmadabad,382405,1,4,0,5
Telangana,K.V. Rangareddy,502321,5,0,0,5
Kerala,Pathanamthitta,689112,5,0,0,5
Tamil Nadu,Tiruvallur,631213,5,0,0,5
Goa,South Goa,403728,5,0,0,5
Punjab,Nawanshahr,144422,4,1,0,5
Punjab,Nawanshahr,144501,5,0,0,5
Uttar Pradesh,Kanpur Nagar,209307,2,3,0,5
West Bengal,Bankura,722107,4,1,0,5
Andhra Pradesh,Kakinada,533430,5,0,0,5
Orissa,Bhadrak,756123,5,0,0,5
Andhra Pradesh,Warangal,506007,5,0,0,5
Karnataka,Chikkamagaluru,577113,5,0,0,5
Odisha,Kendujhar,756114,5,0,0,5
Andhra Pradesh,Y. S. R,516175,5,0,0,5
Andhra Pradesh,Y. S. R,516218,5,0,0,5
Himachal Pradesh,Una,177039,5,0,0,5
Rajasthan,Jhunjhunu,332716,4,1,0,5
Andhra Pradesh,K.V.Rangareddy,500090,5,0,0,5
Jharkhand,Bokaro,828302,2,3,0,5
Jammu And Kashmir,Udhampur,182313,3,2,0,5
Andhra Pradesh,Mahabub Nagar,509104,3,2,0,5
Orissa,Cuttack,753010,4,1,0,5
West Bengal,Purba Bardhaman,713153,4,1,0,5
Madhya Pradesh,Shivpuri,475005,3,0,2,5
Punjab,S.A.S Nagar(Mohali),140501,5,0,0,5
Punjab,Rupnagar,140301,3,2,0,5
Bihar,Sheikpura,811101,2,3,0,5
Tamil Nadu,Tiruppur,638051,4,1,0,5
West Bengal,Purba Bardhaman,712401,3,2,0,5
West Bengal,Purba Bardhaman,713425,5,0,0,5
Kerala,Palakkad,678104,4,1,0,5
West Bengal,Purba Bardhaman,713168,3,1,1,5
Tamil Nadu,Tirunelveli,628809,5,0,0,5
Puducherry,Puducherry,605111,5,0,0,5
Andhra Pradesh,Palnadu,522663,5,0,0,5
Andhra Pradesh,Parvathipuram Manyam,535522,3,2,0,5
Punjab,Nawanshahr,144503,4,1,0,5
Gujarat,Ahmadabad,380059,4,1,0,5
Gujarat,Ahmadabad,380063,3,2,0,5
Andhra Pradesh,Hyderabad,500096,4,1,0,5
Karnataka,Chikmagalur,577139,3,2,0,5
Karnataka,Chikkamagaluru,577127,4,0,1,5
West Bengal,Bankura,722170,2,3,0,5
West Bengal,Barddhaman,712308,5,0,0,5
Rajasthan,Chittaurgarh,312620,3,2,0,5
Odisha,Jajpur,754204,4,1,0,5
Karnataka,Dakshina Kannada,574107,3,2,0,5
Andhra Pradesh,Y. S. R,516237,4,0,1,5
Andhra Pradesh,Y. S. R,516228,5,0,0,5
Arunachal Pradesh,Tirap,786629,1,4,0,5
Himachal Pradesh,Shimla,171218,4,1,0,5
Himachal Pradesh,Solan,173210,5,0,0,5
Uttar Pradesh,Barabanki,225002,1,4,0,5
Odisha,Jajapur,755050,4,1,0,5
Andhra Pradesh,Mahabub Nagar,509351,5,0,0,5
Andhra Pradesh,Y. S. R,516502,1,0,4,5
Andhra Pradesh,Y. S. R,516503,3,0,2,5
Gujarat,Bharuch,393017,4,1,0,5
Telangana,Khammam,507118,4,1,0,5
Andhra Pradesh,Ananthapur,515511,5,0,0,5
Andhra Pradesh,Ananthapur,515556,5,0,0,5
West Bengal,Paschim Medinipur,756084,2,2,1,5
Madhya Pradesh,West Nimar,451221,2,3,0,5
Andhra Pradesh,Ananthapur,515722,5,0,0,5
Tamil Nadu,Thoothukkudi,628614,5,0,0,5
Gujarat,Banas Kantha,385515,5,0,0,5
Tamil Nadu,Tiruchirappalli,621313,4,1,0,5
Madhya Pradesh,West Nimar,451225,3,2,0,5
Andhra Pradesh,Ananthapur,515774,5,0,0,5
West Bengal,Paschim Medinipur,722145,5,0,0,5
Orissa,Sundargarh,769012,5,0,0,5
Orissa,Sundargarh,770001,3,2,0,5
Andhra Pradesh,Palnadu,522611,5,0,0,5
Andhra Pradesh,Palnadu,522617,5,0,0,5
Andhra Pradesh,Palnadu,522657,4,1,0,5
Orissa,Sundargarh,769007,4,1,0,5
Uttar Pradesh,Shamli,251301,1,4,0,5
Uttar Pradesh,Shrawasti,271201,0,5,0,5
Orissa,Dhenkanal,759121,4,1,0,5
Orissa,Cuttack,754207,3,2,0,5
Assam,Bajali,781375,4,1,0,5
Assam,Bajali,781318,3,2,0,5
Andhra Pradesh,Hyderabad,500055,5,0,0,5
Odisha,Cuttack,754109,5,0,0,5
Himachal Pradesh,Lahul And Spiti,175139,5,0,0,5
Karnataka,Davangere,577216,4,1,0,5
West Bengal,Barddhaman,721150,4,1,0,5
Odisha,Cuttack,754034,5,0,0,5
Rajasthan,Jodhpur,342310,5,0,0,5
Rajasthan,Chittaurgarh,312205,2,3,0,5
Rajasthan,Chittaurgarh,312207,4,1,0,5
Assam,Biswanath,784180,3,2,0,5
Gujarat,Botad,382463,4,1,0,5
Maharashtra,Ahmed Nagar,414005,5,0,0,5
Gujarat,Botad,364320,5,0,0,5
West Bengal,Paschim Bardhaman,713216,4,1,0,5
Andhra Pradesh,Sri Sathya Sai,515291,5,0,0,5
Gujarat,Bhavnagar,364530,4,0,1,5
Maharashtra,Ahmed Nagar,414604,5,0,0,5
Maharashtra,Ahmed Nagar,414201,4,1,0,5
Punjab,Nawanshahr,144517,3,2,0,5
Kerala,Kottayam,686586,4,1,0,5
Andhra Pradesh,Ananthapur,515872,4,1,0,5
Orissa,Puri,752116,4,1,0,5
Uttar Pradesh,Kushinagar *,274304,4,1,0,5
Uttar Pradesh,Lalitpur,284125,2,3,0,5
Andhra Pradesh,Palnadu,522016,5,0,0,5
Andhra Pradesh,Palnadu,522234,5,0,0,5
West Bengal,Bardhaman,713145,5,0,0,5
West Bengal,Bardhaman,713160,3,2,0,5
West Bengal,Bardhaman,713144,4,1,0,5
Himachal Pradesh,Shimla,171222,5,0,0,5
Assam,Cachar,788709,2,3,0,5
West Bengal,Bardhaman,713342,3,2,0,5
Himachal Pradesh,Mandi,175007,5,0,0,5
Himachal Pradesh,Kinnaur,172112,5,0,0,5
Himachal Pradesh,Kangra,177110,4,1,0,5
Himachal Pradesh,Kangra,177111,5,0,0,5
West Bengal,Bardhaman,713373,4,1,0,5
Andhra Pradesh,Mahbubnagar,509135,4,1,0,5
West Bengal,Bardhaman,741319,5,0,0,5
West Bengal,Birbhum,713147,5,0,0,5
Karnataka,Hasan,573117,4,1,0,5
Bihar,Purba Champaran,845416,3,2,0,5
Tamil Nadu,Thiruvallur,631201,4,1,0,5
Kerala,Kollam,691540,4,1,0,5
Maharashtra,Bid,414204,4,1,0,5
Maharashtra,Bid,431519,4,1,0,5
Orissa,Puri,752045,4,1,0,5
West Bengal,North Twenty Four Parganas,700156,5,0,0,5
Maharashtra,Amravati,442302,5,0,0,5
Andhra Pradesh,Sri Sathya Sai,515651,5,0,0,5
Punjab,Rupnagar,140413,4,1,0,5
West Bengal,North Twenty Four Parganas,743502,4,1,0,5
Himachal Pradesh,Hamirpur,177021,5,0,0,5
Andhra Pradesh,Eluru,534461,5,0,0,5
Odisha,Baleswar,756053,4,1,0,5
Odisha,Baleshwar,756084,4,1,0,5
Andhra Pradesh,Eluru,534318,4,0,1,5
Odisha,Balangir,767042,4,1,0,5
West Bengal,Dakshin Dinajpur,733131,5,0,0,5
Odisha,Baleshwar,756028,5,0,0,5
Uttar Pradesh,Amroha,244303,3,2,0,5
Odisha,Baleshwar,756022,5,0,0,5
Andhra Pradesh,Eluru,534401,5,0,0,5
Andhra Pradesh,Eluru,534416,4,0,1,5
Andhra Pradesh,Eluru,534426,5,0,0,5
Andhra Pradesh,Eluru,534432,3,2,0,5
Andhra Pradesh,Eluru,534450,5,0,0,5
Andhra Pradesh,Eluru,534197,4,0,1,5
Andhra Pradesh,Eluru,534311,5,0,0,5
Andhra Pradesh,Vizianagaram,532440,5,0,0,5
Assam,Jorhat,785005,3,2,0,5
Assam,Kamrup,781003,4,1,0,5
Uttar Pradesh,Ambedkar Nagar,224238,0,5,0,5
Sikkim,North,737119,5,0,0,5
Maharashtra,Chhatrapati Sambhajinagar,423703,4,1,0,5
Maharashtra,Chhatrapati Sambhajinagar,431010,2,3,0,5
Punjab,Shaheed Bhagat Singh Nagar,144417,5,0,0,5
Punjab,Shaheed Bhagat Singh Nagar,144502,4,0,1,5
Punjab,Shaheed Bhagat Singh Nagar,144532,5,0,0,5
Gujarat,Gandhinagar,382041,4,1,0,5
Gujarat,Gandhinagar,382350,2,3,0,5
Maharashtra,Buldhana,444108,5,0,0,5
Maharashtra,Chandrapur,442502,5,0,0,5
Andhra Pradesh,Ananthapuramu,515601,5,0,0,5
Maharashtra,Dharashiv,413602,3,1,1,5
Maharashtra,Dharashiv,413604,2,1,2,5
Tamil Nadu,The Nilgiris,643232,5,0,0,5
Maharashtra,Beed,431144,0,0,5,5
Tamil Nadu,Thanjavur,614209,4,1,0,5
Orissa,Puri,752108,5,0,0,5
Andhra Pradesh,Nizamabad,503201,4,1,0,5
Orissa,Nayagarh,752078,4,1,0,5
Tamil Nadu,Thanjavur,614624,4,1,0,5
Odisha,Anugul,759022,4,1,0,5
Odisha,Anugul,759040,5,0,0,5
Andhra Pradesh,Mahbubnagar,509351,3,2,0,5
Andhra Pradesh,Mahbubnagar,509340,5,0,0,5
West Bengal,Darjeeling,734502,3,2,0,5
West Bengal,Darjeeling,734321,3,2,0,5
Nagaland,Longleng,798622,0,5,0,5
Nagaland,Mokokchung,798623,2,2,1,5
West Bengal,Dakshin Dinajpur,733147,3,2,0,5
West Bengal,Dakshin Dinajpur,733150,5,0,0,5
Assam,Kamrup,781029,1,3,1,5
Assam,Kamrup,781034,5,0,0,5
Assam,Kamrup,781036,3,2,0,5
Sikkim,East Sikkim,737138,3,2,0,5
Nagaland,Chumukedima,797112,0,2,3,5
Assam,Kamrup,781020,2,3,0,5
Tamil Nadu,Chengalpattu,603104,4,1,0,5
Tamil Nadu,Chengalpattu,603201,5,0,0,5
Assam,Kamrup,781028,4,1,0,5
Maharashtra,Gondiya *,441614,4,1,0,5
Andhra Pradesh,Bapatla,522211,5,0,0,5
Tamil Nadu,Sivaganga,625102,5,0,0,5
Tamil Nadu,Sivaganga,625103,4,1,0,5
Andhra Pradesh,Annamayya,516104,4,0,1,5
Tamil Nadu,Sivaganga,622204,2,3,0,5
Maharashtra,Chhatrapati Sambhajinagar,431120,4,0,1,5
Maharashtra,Chhatrapati Sambhajinagar,431150,5,0,0,5
Bihar,Madhepura,852219,0,4,1,5
West Bengal,North 24 Parganas,700134,3,2,0,5
West Bengal,North 24 Parganas,700158,2,0,3,5
Maharashtra,Dharashiv,413509,3,2,0,5
Maharashtra,Chhatrapati Sambhajinagar,431118,4,1,0,5
Uttar Pradesh,Allahabad,212213,1,4,0,5
Rajasthan,Bhilwara,311013,4,1,0,5
Uttar Pradesh,Allahabad,212204,3,2,0,5
Mizoram,Khawzawl,796370,0,1,4,5
Mizoram,Kolasib,796075,4,1,0,5
Andhra Pradesh,Eluru,507135,5,0,0,5
Andhra Pradesh,Eluru,521325,4,1,0,5
Andhra Pradesh,Eluru,521340,4,1,0,5
Andhra Pradesh,Eluru,521343,5,0,0,5
Haryana,Panipat,132106,5,0,0,5
Karnataka,Kalaburagi,585229,5,0,0,5
Andhra Pradesh,Eluru,521345,5,0,0,5
Uttar Pradesh,Rae Bareli,229304,1,4,0,5
Uttar Pradesh,Prayagraj,212202,4,1,0,5
Uttar Pradesh,Aligarh,204101,4,1,0,5
Andhra Pradesh,Bapatla,522313,5,0,0,5
Andhra Pradesh,Bapatla,522318,5,0,0,5
Andhra Pradesh,Bapatla,522324,5,0,0,5
Andhra Pradesh,Bapatla,522329,1,2,2,5
Bihar,Katihar,853204,3,2,0,5
Tamil Nadu,Ramanathapuram,630713,4,1,0,5
Tamil Nadu,Ranipet,631003,5,0,0,5
Andhra Pradesh,Annamayya,517326,5,0,0,5
Telangana,Nagarkurnool,509411,5,0,0,5
Kerala,Kannur,670017,4,1,0,5
Tamil Nadu,Ranipet,632507,5,0,0,5
Karnataka,Bagalkot *,587111,3,2,0,5
Karnataka,Bagalkot *,587118,5,0,0,5
Uttar Pradesh,Mahrajganj,273303,2,3,0,5
Uttar Pradesh,Mahrajganj,273163,4,1,0,5
Karnataka,Koppal,584112,4,1,0,5
Karnataka,Koppal,584114,5,0,0,5
Tamil Nadu,Chengalpattu,603307,5,0,0,5
Tamil Nadu,Chengalpattu,603308,5,0,0,5
Assam,Nalbari,781346,3,2,0,5
West Bengal,Haora,711416,5,0,0,5
West Bengal,Hawrah,711303,2,3,0,5
Tamil Nadu,Chennai,600037,2,3,0,5
Andhra Pradesh,East Godavari,534111,5,0,0,5
Karnataka,Mysore,570020,5,0,0,5
Karnataka,Mysore,570025,5,0,0,5
Manipur,Senapati,795138,2,3,0,5
Karnataka,Mysore,571608,4,1,0,5
Maharashtra,Washim *,444505,4,1,0,5
Haryana,Gurgaon,122098,4,0,1,5
Gujarat,Navsari,394730,5,0,0,5
Telangana,Nirmal,504205,5,0,0,5
Tamil Nadu,Nagapattinam,609604,4,1,0,5
West Bengal,Maldah,732215,3,2,0,5
West Bengal,Medinipur,721133,4,1,0,5
Tamil Nadu,Namakkal,636113,5,0,0,5
West Bengal,Murshidabad,742170,5,0,0,5
West Bengal,Medinipur,721301,5,0,0,5
Maharashtra,Mumbai,400020,4,1,0,5
Kerala,Ernakulam,682036,2,2,1,5
Gujarat,Mahisagar,388235,4,0,1,5
Orissa,Koraput,764063,5,0,0,5
Orissa,Koraput,764011,3,2,0,5
Tamil Nadu,Pudukkottai,613402,4,1,0,5
Kerala,Ernakulam,683502,4,1,0,5
Karnataka,Ramanagar,571501,5,0,0,5
Karnataka,Mysuru,570033,5,0,0,5
Tamil Nadu,Coimbatore,641112,4,1,0,5
Tripura,South Tripura,799120,5,0,0,5
Assam,Sribhumi,788166,3,2,0,5
Assam,Sribhumi,788719,5,0,0,5
Maharashtra,Sangli,416422,5,0,0,5
Karnataka,Shivamogga,577411,4,1,0,5
Uttar Pradesh,Prayagraj,211015,3,2,0,5
Maharashtra,Sindhudurg,416803,5,0,0,5
Karnataka,Shivamogga,577451,4,0,1,5
Tamil Nadu,Mayiladuthurai,609201,3,2,0,5
Gujarat,Porbandar,360510,5,0,0,5
Gujarat,Patan,384260,4,1,0,5
Karnataka,Vijayanagara,583132,4,1,0,5
Tamil Nadu,Mayiladuthurai,609314,5,0,0,5
Kerala,Alappuzha,689521,4,0,1,5
Bihar,Aurangabad(Bh),824302,4,1,0,5
Bihar,Banka,813117,2,3,0,5
Telangana,Rajanna Sircilla,505528,5,0,0,5
Maharashtra,Mumbai( Sub Urban ),400064,5,0,0,5
Maharashtra,Mumbai( Sub Urban ),400065,3,2,0,5
Bihar,Bhabua,821109,3,2,0,5
Bihar,Begusarai,851120,4,1,0,5
